model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r0,1,validation,alert,0.9034994697773064,0.8402366863905325,0.8707204905467553,1014,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,1,validation,fatigue,0.08333333333333333,0.5,0.14285714285714285,4,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,1,validation,distraction,0.3286384976525822,0.43209876543209874,0.37333333333333335,162,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,1,test,alert,0.9374201787994891,0.6746323529411765,0.7846071619454837,1088,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,1,test,fatigue,0.021739130434782608,0.07462686567164178,0.03367003367003367,67,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,1,test,distraction,0.5758157389635317,0.7915567282321899,0.6666666666666666,379,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,1,validation,alert,0.9090909090909091,0.7297830374753451,0.8096280087527352,1014,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,1,validation,fatigue,0.025477707006369428,1.0,0.049689440993788817,4,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,1,validation,distraction,0.3492822966507177,0.4506172839506173,0.3935309973045822,162,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,1,test,alert,0.9480874316939891,0.6378676470588235,0.7626373626373626,1088,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,1,test,fatigue,0.034482758620689655,0.1791044776119403,0.05783132530120482,67,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,1,test,distraction,0.6629955947136564,0.7941952506596306,0.7226890756302521,379,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,2,validation,alert,0.9399092970521542,0.7675925925925926,0.8450560652395515,1080,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,2,validation,fatigue,0.0,0.0,0.0,17,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,2,validation,distraction,0.10689655172413794,0.40789473684210525,0.16939890710382513,76,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,2,test,alert,0.9318181818181818,0.913430935709739,0.9225329476052716,1571,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,2,test,fatigue,,,,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,2,test,distraction,0.5820433436532507,0.6416382252559727,0.6103896103896104,293,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,2,validation,alert,0.9441860465116279,0.7518518518518519,0.8371134020618557,1080,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,2,validation,fatigue,0.056179775280898875,0.29411764705882354,0.09433962264150944,17,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,2,validation,distraction,0.14732142857142858,0.4342105263157895,0.22,76,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,2,test,alert,0.9364238410596026,0.9000636537237429,0.9178838039597533,1571,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,2,test,fatigue,,,,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,2,test,distraction,0.6139240506329114,0.6621160409556314,0.6371100164203612,293,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,3,validation,alert,0.8808618504435995,0.704868154158215,0.7830985915492957,986,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,3,validation,fatigue,0.05785123966942149,0.5384615384615384,0.1044776119402985,13,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,3,validation,distraction,0.24896265560165975,0.39473684210526316,0.3053435114503817,152,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,3,test,alert,0.9620355411954766,0.8712509144111192,0.9143953934740883,1367,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,3,test,fatigue,0.08163265306122448,0.19047619047619047,0.11428571428571428,21,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,3,test,distraction,0.3145539906103286,0.5982142857142857,0.4123076923076923,112,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,alert,0.8917410714285714,0.8103448275862069,0.8490967056323061,986,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,0.0,0.0,0.0,13,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,0.2837209302325581,0.40131578947368424,0.33242506811989103,152,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,alert,0.954858454475899,0.9129480614484272,0.9334330590875094,1367,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,0.022222222222222223,0.047619047619047616,0.030303030303030304,21,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,0.3918918918918919,0.5178571428571429,0.4461538461538462,112,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,0.92578125,0.7025691699604744,0.798876404494382,1012,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,0.05921052631578947,0.5294117647058824,0.10650887573964497,17,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,0.22439024390243903,0.4791666666666667,0.30564784053156147,96,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
