model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
transformer,test,42,0.7746808876638807,0.5939734204963493,0.4492944668193975,10.25,25.25,0.3877888834643401,34.20880440001201
transformer,validation,42,0.7106428875384251,0.45313901065608375,0.3877888834643401,10.25,25.25,0.3877888834643401,34.20880440001201
