model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r0,2,validation,alert,0.9415137614678899,0.7601851851851852,0.8411885245901639,1080,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,fatigue,0.2,0.058823529411764705,0.09090909090909091,17,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,distraction,0.10810810810810811,0.42105263157894735,0.17204301075268819,76,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,alert,0.9315068493150684,0.9089751750477403,0.9201030927835051,1571,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,distraction,0.5802469135802469,0.6416382252559727,0.6094003241491086,293,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,alert,0.9456018518518519,0.7564814814814815,0.8405349794238683,1080,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,fatigue,0.05,0.23529411764705882,0.08247422680412371,17,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,distraction,0.15283842794759825,0.4605263157894737,0.22950819672131148,76,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,alert,0.9409769335142469,0.8828771483131763,0.9110016420361248,1571,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,distraction,0.5956112852664577,0.6484641638225256,0.6209150326797386,293,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,alert,0.8905529953917051,0.783975659229209,0.8338727076591155,986,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,fatigue,0.0,0.0,0.0,13,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,distraction,0.2616033755274262,0.40789473684210525,0.31876606683804626,152,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,alert,0.9573770491803278,0.8544257498171178,0.9029764205643602,1367,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,fatigue,0.03529411764705882,0.14285714285714285,0.05660377358490566,21,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,distraction,0.3435897435897436,0.5982142857142857,0.4364820846905538,112,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,alert,0.8880208333333334,0.691683569979716,0.7776510832383124,986,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,0.05,0.38461538461538464,0.08849557522123894,13,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,0.2508833922261484,0.46710526315789475,0.3264367816091954,152,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,alert,0.9664268585131894,0.8844184345281638,0.9236058059587471,1367,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,0.05714285714285714,0.09523809523809523,0.07142857142857142,21,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,0.35046728971962615,0.6696428571428571,0.4601226993865031,112,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,0.9255455712451861,0.7124505928853755,0.8051367950865438,1012,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,0.059602649006622516,0.5294117647058824,0.10714285714285714,17,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,0.2205128205128205,0.4479166666666667,0.29553264604810997,96,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,alert,0.8964241676942046,0.7596656217345873,0.8223981900452488,957,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,0.20689655172413793,0.34782608695652173,0.2594594594594595,138,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,0.9297163995067818,0.7450592885375494,0.8272078990674712,1012,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,0.029069767441860465,0.29411764705882354,0.05291005291005291,17,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,0.30985915492957744,0.4583333333333333,0.3697478991596639,96,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,alert,0.9023485784919654,0.7628004179728317,0.8267270668176671,957,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,0.21808510638297873,0.2971014492753623,0.25153374233128833,138,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
