model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r0,1,validation,alert,0.9017964071856287,0.742603550295858,0.8144943212547323,1014,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,fatigue,0.0273972602739726,1.0,0.05333333333333334,4,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,distraction,0.32160804020100503,0.3950617283950617,0.3545706371191136,162,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,alert,0.9470588235294117,0.5919117647058824,0.7285067873303167,1088,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,fatigue,0.03640776699029126,0.22388059701492538,0.06263048016701461,67,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,distraction,0.6583710407239819,0.7678100263852242,0.7088915956151035,379,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,alert,0.9164556962025316,0.7140039447731755,0.802660753880266,1014,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,fatigue,0.018779342723004695,1.0,0.03686635944700461,4,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,distraction,0.3898305084745763,0.42592592592592593,0.40707964601769914,162,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,alert,0.9534883720930233,0.6029411764705882,0.7387387387387387,1088,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,fatigue,0.026058631921824105,0.11940298507462686,0.0427807486631016,67,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,distraction,0.5510204081632653,0.783641160949868,0.6470588235294118,379,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
