model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
lstm,test,42,0.7548361595973847,0.597188102498901,0.4589543506991314,8.75,23.75,0.39058249922781624,15.857928099991113
lstm,validation,42,0.7090944222298959,0.5216146704330047,0.39058249922781624,8.75,23.75,0.39058249922781624,15.857928099991113
tcn,test,42,0.7584849297195704,0.586845789873337,0.45782607263082437,8.25,23.25,0.40346445445835066,1516.1237204999998
tcn,validation,42,0.6943780132779782,0.5527621893583181,0.40346445445835066,8.25,23.25,0.40346445445835066,1516.1237204999998
